   1.4196204e+03   9.9593614e-01
   1.4196243e+03  -2.6482865e+00
   1.4196282e+03  -1.1433345e+00
   1.4196321e+03   6.3114640e-02
   1.4196360e+03  -8.3239400e-01
   1.4196399e+03  -2.2005322e+00
   1.4196438e+03  -1.4542750e+00
   1.4196477e+03  -2.0637184e+00
   1.4196516e+03  -2.2378451e+00
   1.4196555e+03  -2.5736608e+00
   1.4196594e+03  -1.8149660e+00
   1.4196633e+03   4.7355610e-01
   1.4196672e+03  -2.3948700e-02
   1.4196711e+03   1.2322509e+00
   1.4196750e+03   1.5929419e+00
   1.4196789e+03   1.9785081e+00
   1.4196828e+03   9.4618566e-01
   1.4196867e+03  -1.2344966e-01
   1.4196906e+03  -2.7975380e+00
   1.4196945e+03  -6.7070494e-01
   1.4196984e+03   3.3674228e-01
   1.4197023e+03   2.2480370e-01
   1.4197062e+03  -1.3796493e+00
   1.4197101e+03   2.2396981e+00
   1.4197140e+03  -8.6136800e-02
   1.4197180e+03  -2.4990351e+00
   1.4197219e+03  -3.5976444e-01
   1.4197258e+03   6.2280754e-01
   1.4197297e+03   8.7155994e-01
   1.4197336e+03   4.9843134e-01
   1.4197375e+03  -1.4667126e+00
   1.4197414e+03  -2.2254074e+00
   1.4197453e+03  -2.0637184e+00
   1.4197492e+03   1.7048805e+00
   1.4197531e+03   5.8549468e-01
   1.4197570e+03   1.7048805e+00
   1.4197609e+03   2.2023853e+00
   1.4197648e+03   3.9685273e+00
   1.4197687e+03   2.4884505e+00
   1.4197726e+03   2.5630763e+00
   1.4197765e+03   3.9934026e+00
   1.4197804e+03   5.5605427e+00
   1.4197843e+03   5.9585465e+00
   1.4197882e+03   6.7918671e+00
   1.4197921e+03   1.0423652e+01
   1.4197960e+03   1.1356474e+01
   1.4197999e+03   1.1406224e+01
   1.4198038e+03   1.8296666e+01
   1.4198077e+03   2.3371215e+01
   1.4198116e+03   3.0336282e+01
   1.4198155e+03   4.1057510e+01
   1.4198194e+03   4.6828566e+01
   1.4198233e+03   5.8283614e+01
   1.4198272e+03   6.1281080e+01
   1.4198311e+03   6.4539737e+01
   1.4198350e+03   6.9912789e+01
   1.4198389e+03   6.6965073e+01
   1.4198428e+03   6.9216282e+01
   1.4198467e+03   7.1529679e+01
   1.4198506e+03   7.4552021e+01
   1.4198546e+03   7.1193863e+01
   1.4198585e+03   6.9850600e+01
   1.4198624e+03   6.7487453e+01
   1.4198663e+03   6.4067107e+01
   1.4198702e+03   6.2189027e+01
   1.4198741e+03   6.1927837e+01
   1.4198780e+03   6.2524842e+01
   1.4198819e+03   6.2661656e+01
   1.4198858e+03   6.1194017e+01
   1.4198897e+03   5.7114478e+01
   1.4198936e+03   5.2562309e+01
   1.4198975e+03   4.7624574e+01
   1.4199014e+03   4.0535130e+01
   1.4199053e+03   3.6592405e+01
   1.4199092e+03   3.4341195e+01
