   1.4196204e+03   2.6514699e+00
   1.4196243e+03   7.0976578e-01
   1.4196282e+03   3.2812118e+00
   1.4196321e+03   2.7214412e+00
   1.4196360e+03  -7.9461760e-01
   1.4196399e+03   1.0246367e+00
   1.4196438e+03  -3.3135851e+00
   1.4196477e+03  -3.3660636e+00
   1.4196516e+03  -2.4739293e+00
   1.4196555e+03  -3.1036712e+00
   1.4196594e+03  -7.5963194e-01
   1.4196633e+03   9.0218691e-01
   1.4196672e+03   4.1238767e-01
   1.4196711e+03   3.5990918e-01
   1.4196750e+03   1.0946080e+00
   1.4196789e+03   3.0743069e-01
   1.4196828e+03   6.9227295e-01
   1.4196867e+03   5.3483748e-01
   1.4196906e+03   9.3717257e-01
   1.4196945e+03  -2.8587715e+00
   1.4196984e+03   1.0246367e+00
   1.4197023e+03   1.5494216e+00
   1.4197062e+03   2.1441778e+00
   1.4197101e+03   3.5990918e-01
   1.4197140e+03  -9.5205307e-01
   1.4197180e+03  -1.1969527e+00
   1.4197219e+03   8.1472276e-01
   1.4197258e+03   3.7885039e+00
   1.4197297e+03  -4.2726817e-01
   1.4197336e+03  -3.0162070e+00
   1.4197375e+03  -1.1969527e+00
   1.4197414e+03   1.3919862e+00
   1.4197453e+03   1.0771152e+00
   1.4197492e+03  -2.1735421e-01
   1.4197531e+03  -1.0570100e+00
   1.4197570e+03   1.6748805e-01
   1.4197609e+03   2.0567137e+00
   1.4197648e+03   2.1441778e+00
   1.4197687e+03   1.2170579e+00
   1.4197726e+03   1.9342639e+00
   1.4197765e+03   2.1266850e+00
   1.4197804e+03   5.5233031e-01
   1.4197843e+03  -3.5729685e-01
   1.4197882e+03   2.0247371e-01
   1.4197921e+03   2.1616707e+00
   1.4197960e+03   3.7885039e+00
   1.4197999e+03   3.4911258e+00
   1.4198038e+03   3.3511831e+00
   1.4198077e+03   2.0247371e-01
   1.4198116e+03   8.6720125e-01
   1.4198155e+03   3.5960827e+00
   1.4198194e+03  -7.0715345e-01
   1.4198233e+03  -1.3543882e+00
   1.4198272e+03   2.5290201e+00
   1.4198311e+03   4.7331167e+00
   1.4198350e+03   4.5232027e+00
   1.4198389e+03   5.5202940e+00
   1.4198428e+03   7.2170985e+00
   1.4198467e+03   1.4074288e+01
   1.4198506e+03   2.1718655e+01
   1.4198546e+03   2.6266790e+01
   1.4198585e+03   2.9188093e+01
   1.4198624e+03   3.4768306e+01
   1.4198663e+03   3.6937417e+01
   1.4198702e+03   3.8634221e+01
   1.4198741e+03   3.8371829e+01
   1.4198780e+03   3.8844135e+01
   1.4198819e+03   4.2622586e+01
   1.4198858e+03   4.8745077e+01
   1.4198897e+03   5.3992926e+01
   1.4198936e+03   6.3089198e+01
   1.4198975e+03   6.8039668e+01
   1.4199014e+03   6.9316645e+01
   1.4199053e+03   7.0121315e+01
   1.4199092e+03   7.4774408e+01
   1.4199131e+03   7.4004723e+01
   1.4199170e+03   7.1538234e+01
   1.4199209e+03   7.0261258e+01
   1.4199248e+03   6.5258308e+01
   1.4199287e+03   6.5275801e+01
   1.4199326e+03   6.3876375e+01
   1.4199365e+03   6.0185388e+01
   1.4199404e+03   6.1724757e+01
   1.4199443e+03   7.0891000e+01
   1.4199482e+03   7.9497472e+01
   1.4199521e+03   8.7316767e+01
   1.4199560e+03   8.8891122e+01
   1.4199599e+03   8.6354661e+01
   1.4199639e+03   9.2477152e+01
   1.4199678e+03   9.5241019e+01
   1.4199717e+03   9.1287640e+01
   1.4199756e+03   9.3544215e+01
   1.4199795e+03   9.3911564e+01
   1.4199834e+03   8.7544174e+01
   1.4199873e+03   8.3958144e+01
   1.4199912e+03   9.1847410e+01
   1.4199951e+03   1.0138100e+02
   1.4199990e+03   1.0577170e+02
   1.4200029e+03   1.0613905e+02
   1.4200068e+03   1.0657637e+02
