wavelength_A,normalized_intensity
4034.00,0.4586
4035.00,0.4972
4036.00,0.5267
4037.00,0.5344
4038.00,0.5153
4039.00,0.5095
4040.00,0.4771
4041.00,0.4485
4042.00,0.3975
4043.00,0.3645
4044.00,0.3435
4045.00,0.3588
4046.00,0.3989
4047.00,0.4637
4048.00,0.5115
4049.00,0.5556
4050.00,0.5611
4051.00,0.5458
4052.00,0.5248
4053.00,0.5095
4054.00,0.4962
4055.00,0.4914
4056.00,0.4793
4057.00,0.4885
4058.00,0.4733
4059.00,0.4556
4060.00,0.4256
4061.00,0.4117
4062.00,0.4065
4063.00,0.4041
4064.00,0.4256
4065.00,0.4430
4066.00,0.4524
4067.00,0.4599
4068.00,0.4561
4069.00,0.4523
4070.00,0.4495
4071.00,0.4590
4072.00,0.4885
4073.00,0.5000
4074.00,0.4809
4075.00,0.4790
4076.00,0.4885
4077.00,0.5047
4078.00,0.5420
4079.00,0.5840
4080.00,0.6011
4081.00,0.5992
4082.00,0.5973
4083.00,0.6135
4084.00,0.6419
4085.00,0.6641
4086.00,0.6832
4087.00,0.6908
4088.00,0.6870
4089.00,0.6698
4090.00,0.6508
4091.00,0.6359
4092.00,0.6155
4093.00,0.5901
4094.00,0.5661
4095.00,0.5365
4096.00,0.5143
4097.00,0.4914
4098.00,0.4753
4099.00,0.4618
4100.00,0.4676
4101.00,0.5000
4102.00,0.5219
4103.00,0.5410
4104.00,0.5515
4105.00,0.5603
4106.00,0.5611
4107.00,0.5573
4108.00,0.5611
4109.00,0.5477
4110.00,0.5496
4111.00,0.5530
4112.00,0.5729
4113.00,0.5961
4114.00,0.6011
4115.00,0.6021
4116.00,0.5983
4117.00,0.5949
4118.00,0.5844
4119.00,0.5784
4120.00,0.5782
4121.00,0.5830
4122.00,0.5935
4123.00,0.5973
4124.00,0.6011
4125.00,0.5897
4126.00,0.5763
4127.00,0.5573
4128.00,0.5328
4129.00,0.5103
4130.00,0.4801
4131.00,0.4656
4132.00,0.4685
4133.00,0.5049
4134.00,0.5515
4135.00,0.5782
4136.00,0.5763
4137.00,0.5916
4138.00,0.5878
4139.00,0.5611
4140.00,0.4895
4141.00,0.4466
4142.00,0.4275
4143.00,0.4427
4144.00,0.4666
4145.00,0.5076
4146.00,0.5324
4147.00,0.5438
4148.00,0.5515
4149.00,0.5606
4150.00,0.5539
4151.00,0.5530
4152.00,0.5534
4153.00,0.5544
4154.00,0.5593
4155.00,0.5668
4156.00,0.5821
4157.00,0.6011
4158.00,0.6145
4159.00,0.6293
4160.00,0.6336
4161.00,0.6458
4162.00,0.6374
4163.00,0.6183
4164.00,0.5878
4165.00,0.5687
4166.00,0.5601
4167.00,0.5420
4168.00,0.5480
4169.00,0.5267
4170.00,0.5143
4171.00,0.5038
4172.00,0.5000
4173.00,0.5062
4174.00,0.5148
4175.00,0.5293
4176.00,0.5429
4177.00,0.5630
4178.00,0.5802
4179.00,0.5802
4180.00,0.5611
4181.00,0.5458
4182.00,0.5416
4183.00,0.5391
4184.00,0.5296
4185.00,0.5200
4186.00,0.5172
4187.00,0.5277
4188.00,0.5429
4189.00,0.5629
4190.00,0.5802
4191.00,0.5840
4192.00,0.5840
4193.00,0.5725
4194.00,0.5725
4195.00,0.5439
4196.00,0.4970
4197.00,0.4580
4198.00,0.4466
4199.00,0.4580
4200.00,0.4695
4201.00,0.4771
4202.00,0.5045
4203.00,0.5333
4204.00,0.5596
4205.00,0.5821
4206.00,0.6002
4207.00,0.6088
4208.00,0.6183
4209.00,0.6221
4210.00,0.6372
4211.00,0.6450
4212.00,0.6336
4213.00,0.6031
4214.00,0.5687
4215.00,0.5458
4216.00,0.5410
4217.00,0.5488
4218.00,0.5563
4219.00,0.5420
4220.00,0.4809
4221.00,0.4008
4222.00,0.3550
4223.00,0.3092
4224.00,0.2466
4225.00,0.2290
4226.00,0.2366
4227.00,0.2719
4228.00,0.3302
4229.00,0.3769
4230.00,0.4122
4231.00,0.4458
4232.00,0.4504
4233.00,0.4542
4234.00,0.4599
4235.00,0.4676
4236.00,0.4833
4237.00,0.5043
4238.00,0.5324
4239.00,0.5429
4240.00,0.5649
4241.00,0.5954
4242.00,0.6126
4243.00,0.6260
4244.00,0.6183
4245.00,0.6000
4246.00,0.5563
4247.00,0.5210
4248.00,0.4828
4249.00,0.4504
4250.00,0.4313
4251.00,0.4294
4252.00,0.4108
4253.00,0.4275
4254.00,0.4435
4255.00,0.4677
4256.00,0.4996
4257.00,0.4924
4258.00,0.4924
4259.00,0.4780
4260.00,0.4885
4261.00,0.5115
4262.00,0.5611
4263.00,0.6011
4264.00,0.6260
4265.00,0.6107
4266.00,0.5715
4267.00,0.5286
4268.00,0.4943
4269.00,0.4294
4270.00,0.3855
4271.00,0.3435
4272.00,0.3740
4273.00,0.3873
4274.00,0.4575
4275.00,0.4905
4276.00,0.5191
4277.00,0.5420
4278.00,0.5611
4279.00,0.5649
4280.00,0.5460
4281.00,0.5439
4282.00,0.5401
4283.00,0.5477
4284.00,0.5487
4285.00,0.5496
4286.00,0.5191
4287.00,0.4585
4288.00,0.4198
4289.00,0.4122
4290.00,0.4580
4291.00,0.4885
4292.00,0.5057
4293.00,0.5115
4294.00,0.5144
4295.00,0.4962
4296.00,0.4771
4297.00,0.4504
4298.00,0.4351
4299.00,0.4160
4300.00,0.4198
4301.00,0.4240
4302.00,0.4504
4303.00,0.4427
4304.00,0.4237
4305.00,0.3969
4306.00,0.3664
4307.00,0.3893
4308.00,0.3985
4309.00,0.4676
4310.00,0.4828
4311.00,0.5191
4312.00,0.5553
4313.00,0.5868
4314.00,0.6260
4315.00,0.6812
4316.00,0.6985
4317.00,0.7137
4318.00,0.7176
4319.00,0.7099
4320.00,0.7023
4321.00,0.6555
4322.00,0.6039
4323.00,0.5649
4324.00,0.5802
4325.00,0.5649
4326.00,0.6183
4327.00,0.6870
4328.00,0.7328
4329.00,0.7424
4330.00,0.7672
4331.00,0.7748
4332.00,0.7748
4333.00,0.7824
4334.00,0.7691
4335.00,0.7366
4336.00,0.6866
4337.00,0.6317
4338.00,0.6260
4339.00,0.6731
4340.00,0.6908
4341.00,0.7275
4342.00,0.7481
4343.00,0.7633
4344.00,0.7605
4345.00,0.7729
4346.00,0.7786
4347.00,0.7748
4348.00,0.7710
4349.00,0.7366
4350.00,0.7005
4351.00,0.6641
4352.00,0.6603
4353.00,0.6832
4354.00,0.7123
4355.00,0.7533
4356.00,0.7748
4357.00,0.7761
4358.00,0.7767
4359.00,0.7853
4360.00,0.8130
4361.00,0.8282
4362.00,0.8435
4363.00,0.8473
4364.00,0.8311
4365.00,0.8187
4366.00,0.8015
4367.00,0.7889
4368.00,0.7791
4369.00,0.7717
4370.00,0.7576
4371.00,0.7428
4372.00,0.7166
4373.00,0.7042
4374.00,0.6870
4375.00,0.6794
4376.00,0.6832
4377.00,0.6641
4378.00,0.6812
4379.00,0.6336
4380.00,0.6001
4381.00,0.5380
4382.00,0.4453
4383.00,0.4733
4384.00,0.5038
4385.00,0.5639
4386.00,0.6145
4387.00,0.6603
4388.00,0.6737
4389.00,0.6889
4390.00,0.6982
4391.00,0.7078
4392.00,0.7175
4393.00,0.7152
4394.00,0.7443
4395.00,0.7863
4396.00,0.8015
4397.00,0.8092
4398.00,0.7920
4399.00,0.7362
4400.00,0.6937
4401.00,0.6527
4402.00,0.5954
4403.00,0.5573
4404.00,0.5344
4405.00,0.5954
4406.00,0.6047
4407.00,0.6985
4408.00,0.7405
4409.00,0.7786
4410.00,0.7786
4411.00,0.8015
4412.00,0.7939
4413.00,0.7069
4414.00,0.7328
4415.00,0.7271
4416.00,0.7586
4417.00,0.8025
4418.00,0.8550
4419.00,0.8616
4420.00,0.8182
4421.00,0.7948
4422.00,0.7767
4423.00,0.7519
4424.00,0.7347
4425.00,0.7023
4426.00,0.7176
4427.00,0.7541
4428.00,0.8034
4429.00,0.8168
4430.00,0.7786
4431.00,0.7557
4432.00,0.7176
4433.00,0.6794
4434.00,0.6852
4435.00,0.6947
4436.00,0.7672
4437.00,0.8015
4438.00,0.8244
4439.00,0.8273
4440.00,0.8006
4441.00,0.7905
4442.00,0.7996
4443.00,0.8211
4444.00,0.8411
4445.00,0.8588
4446.00,0.8664
4447.00,0.8655
4448.00,0.8528
4449.00,0.8511
4450.00,0.8015
4451.00,0.7328
4452.00,0.6794
4453.00,0.6565
4454.00,0.6412
4455.00,0.6451
4456.00,0.6603
4457.00,0.6738
4458.00,0.6836
4459.00,0.6932
4460.00,0.7099
4461.00,0.7443
4462.00,0.7793
4463.00,0.8321
4464.00,0.8473
4465.00,0.8540
4466.00,0.8564
4467.00,0.8764
4468.00,0.8838
4469.00,0.8991
4470.00,0.9167
4471.00,0.9251
4472.00,0.9260
4473.00,0.9313
4474.00,0.9408
4475.00,0.9246
4476.00,0.9485
4477.00,0.9160
4478.00,0.9084
4479.00,0.8855
4480.00,0.8550
4481.00,0.8702
4482.00,0.8874
4483.00,0.9262
4484.00,0.9647
4485.00,0.9847
4486.00,0.9695
4487.00,0.9160
4488.00,0.8969
4489.00,0.8817
4490.00,0.9018
4491.00,0.8931
4492.00,0.8931
4493.00,0.8626
4494.00,0.8550
4495.00,0.8511
4496.00,0.8936
4497.00,0.9292
4498.00,0.9642
4499.00,0.9885
4500.00,1.0000
