wavelength_A,normalized_intensity
4276.00,0.7938
4277.00,0.7952
4278.00,0.7929
4279.00,0.8018
4280.00,0.8179
4281.00,0.8373
4282.00,0.8462
4283.00,0.8434
4284.00,0.8303
4285.00,0.8254
4286.00,0.8155
4287.00,0.8013
4288.00,0.7855
4289.00,0.7759
4290.00,0.7722
4291.00,0.7685
4292.00,0.7657
4293.00,0.7635
4294.00,0.7638
4295.00,0.7600
4296.00,0.7562
4297.00,0.7489
4298.00,0.7393
4299.00,0.7263
4300.00,0.7204
4301.00,0.7207
4302.00,0.7267
4303.00,0.7282
4304.00,0.7278
4305.00,0.7223
4306.00,0.7158
4307.00,0.7145
4308.00,0.7089
4309.00,0.7126
4310.00,0.7036
4311.00,0.7041
4312.00,0.6923
4313.00,0.6967
4314.00,0.6938
4315.00,0.7090
4316.00,0.6923
4317.00,0.6890
4318.00,0.6801
4319.00,0.6686
4320.00,0.6564
4321.00,0.6416
4322.00,0.6237
4323.00,0.6183
4324.00,0.6006
4325.00,0.5780
4326.00,0.5592
4327.00,0.5422
4328.00,0.5245
4329.00,0.5028
4330.00,0.4836
4331.00,0.4632
4332.00,0.4456
4333.00,0.4236
4334.00,0.3950
4335.00,0.3650
4336.00,0.3358
4337.00,0.3079
4338.00,0.3047
4339.00,0.2781
4340.00,0.2840
4341.00,0.2722
4342.00,0.2885
4343.00,0.3221
4344.00,0.3624
4345.00,0.3861
4346.00,0.4001
4347.00,0.4201
4348.00,0.4382
4349.00,0.4564
4350.00,0.4707
4351.00,0.4896
4352.00,0.5089
4353.00,0.5340
4354.00,0.5518
4355.00,0.5722
4356.00,0.5934
4357.00,0.6164
4358.00,0.6170
4359.00,0.6234
4360.00,0.6220
4361.00,0.6287
4362.00,0.6361
4363.00,0.6524
4364.00,0.6754
4365.00,0.6834
4366.00,0.6864
4367.00,0.6816
4368.00,0.6801
4369.00,0.6705
4370.00,0.6746
4371.00,0.6930
4372.00,0.6934
4373.00,0.7019
4374.00,0.7045
4375.00,0.7041
4376.00,0.7041
4377.00,0.7041
4378.00,0.7012
4379.00,0.6990
4380.00,0.6960
4381.00,0.7041
4382.00,0.6923
4383.00,0.6923
4384.00,0.6893
4385.00,0.7074
4386.00,0.7130
4387.00,0.7204
4388.00,0.7234
4389.00,0.7219
4390.00,0.7141
4391.00,0.7104
4392.00,0.7069
4393.00,0.7086
4394.00,0.7130
4395.00,0.7241
4396.00,0.7278
4397.00,0.7241
4398.00,0.7119
4399.00,0.7049
4400.00,0.7056
4401.00,0.7101
4402.00,0.7219
4403.00,0.7322
4404.00,0.7382
4405.00,0.7411
4406.00,0.7475
4407.00,0.7456
4408.00,0.7382
4409.00,0.7152
4410.00,0.7034
4411.00,0.6916
4412.00,0.6840
4413.00,0.6850
4414.00,0.6816
4415.00,0.6805
4416.00,0.6805
4417.00,0.6864
4418.00,0.6849
4419.00,0.6864
4420.00,0.6905
4421.00,0.6997
4422.00,0.7041
4423.00,0.7071
4424.00,0.7071
4425.00,0.7115
4426.00,0.7132
4427.00,0.7242
4428.00,0.7178
4429.00,0.7149
4430.00,0.7101
4431.00,0.7049
4432.00,0.7086
4433.00,0.7093
4434.00,0.7089
4435.00,0.7086
4436.00,0.7008
4437.00,0.6938
4438.00,0.6849
4439.00,0.6820
4440.00,0.6820
4441.00,0.6847
4442.00,0.6801
4443.00,0.6871
4444.00,0.7089
4445.00,0.7219
4446.00,0.7148
4447.00,0.7157
4448.00,0.7057
4449.00,0.7041
4450.00,0.7012
4451.00,0.7041
4452.00,0.6997
4453.00,0.6908
4454.00,0.6805
4455.00,0.6914
4456.00,0.6908
4457.00,0.6886
4458.00,0.6849
4459.00,0.6842
4460.00,0.6967
4461.00,0.6953
4462.00,0.6820
4463.00,0.6783
4464.00,0.6775
4465.00,0.6842
4466.00,0.6805
4467.00,0.6746
4468.00,0.6731
4469.00,0.6872
4470.00,0.6930
4471.00,0.6942
4472.00,0.6801
4473.00,0.6783
4474.00,0.6783
4475.00,0.6857
4476.00,0.7030
4477.00,0.7012
4478.00,0.6967
4479.00,0.6701
4480.00,0.6538
4481.00,0.6450
4482.00,0.6420
4483.00,0.6486
4484.00,0.6923
4485.00,0.6997
4486.00,0.6746
4487.00,0.6701
4488.00,0.6524
4489.00,0.6590
4490.00,0.6790
4491.00,0.6927
4492.00,0.6960
4493.00,0.6864
4494.00,0.6827
4495.00,0.6790
4496.00,0.6775
4497.00,0.6909
4498.00,0.6938
4499.00,0.6953
4500.00,0.6923
