wavelength_A,normalized_intensity
4167.00,0.7753
4168.00,0.7778
4169.00,0.7713
4170.00,0.7553
4171.00,0.6968
4172.00,0.6755
4173.00,0.6769
4174.00,0.6955
4175.00,0.7113
4176.00,0.7176
4177.00,0.7251
4178.00,0.7287
4179.00,0.7281
4180.00,0.7287
4181.00,0.7281
4182.00,0.7311
4183.00,0.7367
4184.00,0.7319
4185.00,0.7239
4186.00,0.7136
4187.00,0.7154
4188.00,0.7171
4189.00,0.7391
4190.00,0.7598
4191.00,0.7686
4192.00,0.7686
4193.00,0.7580
4194.00,0.7447
4195.00,0.7287
4196.00,0.6771
4197.00,0.6649
4198.00,0.6463
4199.00,0.6543
4200.00,0.6649
4201.00,0.6742
4202.00,0.6951
4203.00,0.7190
4204.00,0.7430
4205.00,0.7626
4206.00,0.7799
4207.00,0.7906
4208.00,0.7982
4209.00,0.7965
4210.00,0.8137
4211.00,0.7979
4212.00,0.7926
4213.00,0.7713
4214.00,0.7390
4215.00,0.7287
4216.00,0.7380
4217.00,0.7561
4218.00,0.7743
4219.00,0.7713
4220.00,0.7500
4221.00,0.7287
4222.00,0.6915
4223.00,0.6436
4224.00,0.5865
4225.00,0.5426
4226.00,0.5585
4227.00,0.5957
4228.00,0.6543
4229.00,0.6862
4230.00,0.7074
4231.00,0.7278
4232.00,0.7128
4233.00,0.7101
4234.00,0.6915
4235.00,0.6809
4236.00,0.6702
4237.00,0.6782
4238.00,0.6960
4239.00,0.7314
4240.00,0.7447
4241.00,0.7606
4242.00,0.7713
4243.00,0.7766
4244.00,0.7686
4245.00,0.7508
4246.00,0.7262
4247.00,0.7129
4248.00,0.7021
4249.00,0.6835
4250.00,0.6835
4251.00,0.6875
4252.00,0.6828
4253.00,0.6862
4254.00,0.6915
4255.00,0.7154
4256.00,0.7181
4257.00,0.7128
4258.00,0.6862
4259.00,0.6656
4260.00,0.6755
4261.00,0.7021
4262.00,0.7447
4263.00,0.7660
4264.00,0.7926
4265.00,0.7766
4266.00,0.7583
4267.00,0.7473
4268.00,0.7128
4269.00,0.6676
4270.00,0.6383
4271.00,0.6117
4272.00,0.6064
4273.00,0.6226
4274.00,0.6679
4275.00,0.6958
4276.00,0.7340
4277.00,0.7553
4278.00,0.7500
4279.00,0.7380
4280.00,0.7246
4281.00,0.7274
4282.00,0.7114
4283.00,0.6888
4284.00,0.6755
4285.00,0.6809
4286.00,0.6749
4287.00,0.6552
4288.00,0.6203
4289.00,0.6170
4290.00,0.6489
4291.00,0.6755
4292.00,0.6968
4293.00,0.6968
4294.00,0.6719
4295.00,0.6596
4296.00,0.6383
4297.00,0.5904
4298.00,0.5638
4299.00,0.5266
4300.00,0.5213
4301.00,0.5227
4302.00,0.5286
4303.00,0.5286
4304.00,0.5279
4305.00,0.5226
4306.00,0.5173
4307.00,0.5093
4308.00,0.4949
4309.00,0.5186
4310.00,0.5452
4311.00,0.5984
4312.00,0.6449
4313.00,0.6915
4314.00,0.7380
4315.00,0.8077
4316.00,0.8404
4317.00,0.8564
4318.00,0.8404
4319.00,0.8298
4320.00,0.8404
4321.00,0.8032
4322.00,0.7275
4323.00,0.6862
4324.00,0.6915
4325.00,0.7101
4326.00,0.7394
4327.00,0.7473
4328.00,0.7899
4329.00,0.8212
4330.00,0.8368
4331.00,0.8497
4332.00,0.8537
4333.00,0.8484
4334.00,0.8457
4335.00,0.8278
4336.00,0.7830
4337.00,0.7281
4338.00,0.7128
4339.00,0.7154
4340.00,0.7314
4341.00,0.7377
4342.00,0.7552
4343.00,0.7785
4344.00,0.8049
4345.00,0.8221
4346.00,0.8404
4347.00,0.8564
4348.00,0.8723
4349.00,0.8617
4350.00,0.7958
4351.00,0.7872
4352.00,0.7819
4353.00,0.7852
4354.00,0.8019
4355.00,0.8195
4356.00,0.8295
4357.00,0.8549
4358.00,0.8457
4359.00,0.8617
4360.00,0.8762
4361.00,0.8885
4362.00,0.9049
4363.00,0.9096
4364.00,0.9170
4365.00,0.9082
4366.00,0.9006
4367.00,0.8840
4368.00,0.8720
4369.00,0.8670
4370.00,0.8590
4371.00,0.8452
4372.00,0.8205
4373.00,0.8218
4374.00,0.8125
4375.00,0.8152
4376.00,0.8125
4377.00,0.8032
4378.00,0.8227
4379.00,0.7979
4380.00,0.7686
4381.00,0.6888
4382.00,0.6356
4383.00,0.6277
4384.00,0.6423
4385.00,0.6887
4386.00,0.7424
4387.00,0.7713
4388.00,0.7713
4389.00,0.7766
4390.00,0.7965
4391.00,0.8158
4392.00,0.8339
4393.00,0.8338
4394.00,0.8424
4395.00,0.8650
4396.00,0.8700
4397.00,0.8750
4398.00,0.8617
4399.00,0.8384
4400.00,0.8182
4401.00,0.7982
4402.00,0.7736
4403.00,0.7443
4404.00,0.7181
4405.00,0.7261
4406.00,0.7621
4407.00,0.7999
4408.00,0.8251
4409.00,0.8511
4410.00,0.8777
4411.00,0.8883
4412.00,0.8830
4413.00,0.8542
4414.00,0.8032
4415.00,0.8085
4416.00,0.8617
4417.00,0.9016
4418.00,0.9441
4419.00,0.9468
4420.00,0.9365
4421.00,0.8989
4422.00,0.8883
4423.00,0.8903
4424.00,0.8930
4425.00,0.8930
4426.00,0.8956
4427.00,0.9021
4428.00,0.9089
4429.00,0.9029
4430.00,0.8856
4431.00,0.8697
4432.00,0.8378
4433.00,0.8457
4434.00,0.8235
4435.00,0.8644
4436.00,0.8617
4437.00,0.8830
4438.00,0.9043
4439.00,0.9009
4440.00,0.9122
4441.00,0.8684
4442.00,0.8816
4443.00,0.8828
4444.00,0.8939
4445.00,0.9049
4446.00,0.9176
4447.00,0.9202
4448.00,0.9193
4449.00,0.9122
4450.00,0.8989
4451.00,0.8810
4452.00,0.8477
4453.00,0.7945
4454.00,0.7713
4455.00,0.7741
4456.00,0.7713
4457.00,0.7806
4458.00,0.7926
4459.00,0.7952
4460.00,0.7912
4461.00,0.8012
4462.00,0.8377
4463.00,0.8577
4464.00,0.8590
4465.00,0.8790
4466.00,0.8843
4467.00,0.8883
4468.00,0.8856
4469.00,0.9028
4470.00,0.9129
4471.00,0.9289
4472.00,0.9455
4473.00,0.9588
4474.00,0.9707
4475.00,0.9641
4476.00,0.9889
4477.00,0.9734
4478.00,0.9707
4479.00,0.9282
4480.00,0.9176
4481.00,0.9149
4482.00,0.9282
4483.00,0.9635
4484.00,1.0000
4485.00,1.0000
4486.00,0.9734
4487.00,0.9362
4488.00,0.9255
4489.00,0.9176
4490.00,0.9305
4491.00,0.9362
4492.00,0.9388
4493.00,0.9362
4494.00,0.9335
4495.00,0.9441
4496.00,0.9455
4497.00,0.9717
4498.00,0.9814
4499.00,0.9920
4500.00,0.9887
