Origin	MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Simbad	Cl* NGC 2682    MMJ    5279	*inCl	08 50 54.28	+11 55 15.1	 	 	 	 	 	15.924	15.114	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5281	*inCl	08 50 55.29	+11 41 38.6	 	 	 	 	 	19.146	17.807	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5287	*inCl	08 50 55.06	+11 51 22.5	 	 	 	 	 	15.84	15.322	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5288	*inCl	08 50 55.16	+11 50 17.0	 	 	 	 	 	20.029	19.026	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5290	*inCl	08 50 54.95	+11 56 49.9	 	 	 	 	 	16.929	15.905	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5291	*inCl	08 50 55.81	+11 45 53.0	 	 	 	 	 	20.235	18.708	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5292	*inCl	08 50 55.51	+11 50 01.6	 	 	 	 	 	16.812	15.989	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5296	*inCl	08 50 56.46	+11 41 19.2	 	 	 	 	 	19.664	18.319	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5298	*inCl	08 50 56.60	+11 41 14.3	 	 	 	 	 	18.883	17.795	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5300	*inCl	08 50 55.65	+11 55 53.9	 	 	 	 	 	19.382	17.913	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5309	*inCl	08 50 56.96	+11 53 30.8	 	 	 	 	 	20.771	19.245	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5316	*inCl	08 50 57.90	+11 53 56.5	 	 	 	 	 	19.328	18.465	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    1033	*inCl	08 50 58.44	+11 48 06.7	 	 	 	 	 	16.598	15.696	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5324	*inCl	08 50 58.39	+11 53 55.4	 	 	 	 	 	21	19.577	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5326	*inCl	08 50 58.56	+11 52 51.8	 	 	 	 	 	21.259	19.682	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5329	*inCl	08 50 58.95	+11 48 56.7	 	 	 	 	 	19.349	17.929	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5330	*inCl	08 50 59.01	+11 48 29.1	 	 	 	 	 	17.146	16.157	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5337	*inCl	08 50 59.05	+11 49 00.0	 	 	 	 	 	17.427	16.382	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5344	*inCl	08 50 59.69	+11 51 11.9	 	 	 	 	 	20.107	19.829	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5345	*inCl	08 50 59.42	+11 54 52.3	 	 	 	 	 	16.631	15.83	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5349	*inCl	08 50 59.91	+11 56 39.4	 	 	 	 	 	16.582	15.681	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5351	*inCl	08 51 00.69	+11 48 23.4	 	 	 	 	 	20.487	19.49	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5352	*inCl	08 51 00.34	+11 53 40.3	 	 	 	 	 	21.624	19.943	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5355	*inCl	08 51 00.41	+11 54 04.8	 	 	 	 	 	18.43	17.176	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5358	*inCl	08 51 00.84	+11 51 05.7	 	 	 	 	 	18.579	17.776	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5359	*inCl	08 51 01.29	+11 44 35.1	 	 	 	 	 	20.386	19.284	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5361	*inCl	08 51 01.76	+11 39 59.0	 	 	 	 	 	20.475	19.912	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    1032	*inCl	08 51 01.21	+11 48 21.4	 	 	 	 	 	17.877	16.754	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5364	*inCl	08 51 01.52	+11 44 28.3	 	 	 	 	 	20.486	19.105	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5369	*inCl	08 51 01.50	+11 49 33.8	 	 	 	 	 	17.32	16.783	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5373	*inCl	08 51 01.91	+11 49 53.5	 	 	 	 	 	18.876	17.57	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5374	*inCl	08 51 01.52	+11 56 15.6	 	 	 	 	 	19.537	18.807	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5375	*inCl	08 51 01.42	+11 58 03.7	 	 	 	 	 	21.13	19.745	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5376	*inCl	08 51 01.60	+11 56 16.2	 	 	 	 	 	15.721	14.971	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5380	*inCl	08 51 02.34	+11 48 53.5	 	 	 	 	 	17.397	16.341	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5381	*inCl	08 51 02.11	+11 52 32.8	 	 	 	 	 	20.04	18.593	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5383	*inCl	08 51 01.85	+11 56 40.2	 	 	 	 	 	20.398	19.476	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5384	*inCl	08 51 02.31	+11 51 00.5	 	 	 	 	 	18.454	17.315	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5385	*inCl	08 51 02.14	+11 56 55.3	 	 	 	 	 	21.162	19.636	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5386	*inCl	08 51 02.45	+11 55 22.1	 	 	 	 	 	16.708	15.774	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5390	*inCl	08 51 02.82	+11 52 54.9	 	 	 	 	 	17.817	16.724	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5397	*inCl	08 51 03.53	+11 51 40.5	 	 	 	 	 	18.415	17.176	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5399	*inCl	08 51 03.69	+11 53 05.8	 	 	 	 	 	18.902	17.581	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5400	*inCl	08 51 03.84	+11 51 39.4	 	 	 	 	 	20.262	18.726	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5402	*inCl	08 51 04.74	+11 40 12.8	 	 	 	 	 	16.85	15.92	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    4054	*inCl	08 51 03.90	+11 52 24.8	 	 	 	 	 	16.777	15.997	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5404	*inCl	08 51 04.36	+11 50 48.0	 	 	 	 	 	19.035	17.801	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5406	*inCl	08 51 05.17	+11 40 52.2	 	 	 	 	 	20.795	19.128	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5407	*inCl	08 51 04.89	+11 45 55.9	 	 	 	 	 	19.79	19.568	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5409	*inCl	08 51 04.41	+11 54 14.7	 	 	 	 	 	20.591	19.685	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5420	*inCl	08 51 05.21	+11 57 58.5	 	 	 	 	 	20.535	19.153	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5421	*inCl	08 51 06.41	+11 41 32.8	 	 	 	 	 	20.013	18.492	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5429	*inCl	08 51 05.90	+11 53 47.5	 	 	 	 	 	19.848	18.403	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5430	*inCl	08 51 06.43	+11 47 30.7	 	 	 	 	 	17.494	16.412	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5432	*inCl	08 51 06.92	+11 41 48.1	 	 	 	 	 	16.559	15.609	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5433	*inCl	08 51 07.16	+11 38 26.6	 	 	 	 	 	21.162	20.552	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5435	*inCl	08 51 06.37	+11 54 18.8	 	 	 	 	 	19.874	18.361	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5436	*inCl	08 51 07.66	+11 37 43.3	 	 	 	 	 	20.452	19.656	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5438	*inCl	08 51 07.76	+11 37 25.5	 	 	 	 	 	21.134	19.396	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5439	*inCl	08 51 06.47	+11 56 31.1	 	 	 	 	 	20.622	20.112	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5442	*inCl	08 51 07.93	+11 38 26.0	 	 	 	 	 	20.866	19.817	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5443	*inCl	08 51 08.06	+11 37 24.0	 	 	 	 	 	21.485	20.214	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5447	*inCl	08 51 08.00	+11 40 05.8	 	 	 	 	 	20.931	20.454	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5450	*inCl	08 51 07.13	+11 52 56.2	 	 	 	 	 	19.231	18.69	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5452	*inCl	08 51 07.07	+11 58 36.6	 	 	 	 	 	18.461	17.286	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5456	*inCl	08 51 08.08	+11 45 46.4	 	 	 	 	 	19.604	18.124	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5458	*inCl	08 51 08.16	+11 48 42.6	 	 	 	 	 	18.543	17.149	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5460	*inCl	08 51 08.60	+11 43 58.8	 	 	 	 	 	19.596	18.725	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5461	*inCl	08 51 07.74	+11 56 30.7	 	 	 	 	 	16.158	15.611	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5463	*inCl	08 51 09.09	+11 38 47.3	 	 	 	 	 	19.821	19.289	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5466	*inCl	08 51 08.50	+11 49 33.0	 	 	 	 	 	18.558	17.316	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    4048	*inCl	08 51 08.21	+11 55 35.9	 	 	 	 	 	16.667	15.771	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5472	*inCl	08 51 08.67	+11 49 31.6	 	 	 	 	 	15.564	14.848	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5473	*inCl	08 51 09.42	+11 39 44.1	 	 	 	 	 	21.053	20.197	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5475	*inCl	08 51 08.83	+11 50 27.4	 	 	 	 	 	19.413	18.176	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5477	*inCl	08 51 09.86	+11 37 27.6	 	 	 	 	 	18.276	16.935	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5480	*inCl	08 51 09.22	+11 53 14.4	 	 	 	 	 	18.95	17.644	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5481	*inCl	08 51 10.22	+11 38 50.7	 	 	 	 	 	17.161	16.556	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5482	*inCl	08 51 09.25	+11 53 39.6	 	 	 	 	 	18.24	17.042	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5486	*inCl	08 51 10.38	+11 40 03.7	 	 	 	 	 	20.231	19.009	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5488	*inCl	08 51 10.34	+11 45 08.4	 	 	 	 	 	19.324	18.389	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5490	*inCl	08 51 10.86	+11 39 34.3	 	 	 	 	 	21.605	20.831	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5491	*inCl	08 51 11.01	+11 37 41.4	 	 	 	 	 	21.819	20.41	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5492	*inCl	08 51 10.79	+11 41 24.3	 	 	 	 	 	21.389	19.643	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5495	*inCl	08 51 10.14	+11 53 25.8	 	 	 	 	 	20.227	19.124	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5496	*inCl	08 51 11.08	+11 41 54.2	 	 	 	 	 	21.815	20.712	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    1157	*inCl	08 51 11.31	+11 40 00.5	 	 	 	 	 	16.981	16.351	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5500	*inCl	08 51 10.72	+11 53 26.7	 	 	 	 	 	17.68	16.585	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    4046	*inCl	08 51 10.68	+11 54 34.3	 	 	 	 	 	17.399	16.369	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5504	*inCl	08 51 11.42	+11 47 11.1	 	 	 	 	 	19.953	18.45	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5506	*inCl	08 51 10.84	+11 57 10.0	 	 	 	 	 	20.127	18.819	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5507	*inCl	08 51 11.54	+11 48 43.0	 	 	 	 	 	19.133	18.081	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5513	*inCl	08 51 11.32	+11 57 21.1	 	 	 	 	 	16.639	15.798	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5514	*inCl	08 51 11.84	+11 50 01.1	 	 	 	 	 	19.489	18.746	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5516	*inCl	08 51 12.59	+11 39 36.4	 	 	 	 	 	20.508	20.102	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5521	*inCl	08 51 11.74	+11 55 34.5	 	 	 	 	 	18.639	17.839	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5523	*inCl	08 51 12.43	+11 47 06.4	 	 	 	 	 	19.132	17.764	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5525	*inCl	08 51 12.97	+11 40 53.8	 	 	 	 	 	21.302	20.449	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5527	*inCl	08 51 12.67	+11 48 06.5	 	 	 	 	 	17.428	16.683	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5528	*inCl	08 51 12.29	+11 53 36.6	 	 	 	 	 	17.387	16.595	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5529	*inCl	08 51 12.34	+11 52 55.8	 	 	 	 	 	17.636	16.424	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5530	*inCl	08 51 13.53	+11 37 06.0	 	 	 	 	 	16.593	15.788	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    1059	*inCl	08 51 26.47	+11 42 39.2	 	 	 	 	 	16.965	15.979	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5535	*inCl	08 51 12.98	+11 47 16.3	 	 	 	 	 	19.773	19.341	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5536	*inCl	08 51 12.26	+11 58 50.8	 	 	 	 	 	20.733	19.247	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5537	*inCl	08 51 12.88	+11 51 53.1	 	 	 	 	 	20.624	19.186	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5538	*inCl	08 51 13.40	+11 46 16.0	 	 	 	 	 	20.322	19.436	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5543	*inCl	08 51 14.10	+11 42 01.9	 	 	 	 	 	22.118	19.934	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5545	*inCl	08 51 14.19	+11 42 40.5	 	 	 	 	 	20.413	19.511	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5548	*inCl	08 51 13.22	+11 57 53.1	 	 	 	 	 	18.064	16.921	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5549	*inCl	08 51 13.27	+11 57 52.5	 	 	 	 	 	18.043	16.931	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5553	*inCl	08 51 13.99	+11 51 29.4	 	 	 	 	 	19.991	18.314	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5555	*inCl	08 51 14.86	+11 39 32.9	 	 	 	 	 	18.834	17.413	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5556	*inCl	08 51 14.52	+11 44 35.6	 	 	 	 	 	20.818	19.632	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5558	*inCl	08 51 13.95	+11 57 34.5	 	 	 	 	 	16.03	15.217	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5560	*inCl	08 51 14.00	+11 57 34.0	 	 	 	 	 	16.01	15.258	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5565	*inCl	08 51 14.69	+11 53 06.6	 	 	 	 	 	19.23	17.962	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5566	*inCl	08 51 15.03	+11 48 53.0	 	 	 	 	 	19.114	17.716	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5569	*inCl	08 51 15.74	+11 42 38.2	 	 	 	 	 	21.636	20.187	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5579	*inCl	08 51 16.20	+11 41 56.0	 	 	 	 	 	21.859	20.796	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5581	*inCl	08 51 15.23	+11 58 37.8	70	60	89	 	 	14.44	13.909	13.5	12.88	12.622	12.538	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5584	*inCl	08 51 15.63	+11 54 14.1	 	 	 	 	 	20.768	19.118	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5587	*inCl	08 51 16.82	+11 40 11.3	 	 	 	 	 	22.032	20.396	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5596	*inCl	08 51 17.07	+11 45 22.4	 	 	 	 	 	18.27	16.612	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5598	*inCl	08 51 17.64	+11 38 10.5	 	 	 	 	 	20.061	18.548	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5602	*inCl	08 51 17.07	+11 48 26.9	 	 	 	 	 	18.804	17.41	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5606	*inCl	08 51 17.86	+11 37 38.6	 	 	 	 	 	18.884	17.564	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5611	*inCl	08 51 17.48	+11 45 28.8	 	 	 	 	 	18.096	16.643	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5612	*inCl	08 51 16.70	+11 56 38.7	 	 	 	 	 	19.461	17.838	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5614	*inCl	08 51 17.12	+11 52 05.2	 	 	 	 	 	18.822	17.47	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5616	*inCl	08 51 18.11	+11 39 26.6	 	 	 	 	 	21.557	20.658	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5618	*inCl	08 51 18.23	+11 39 42.9	 	 	 	 	 	19.932	18.593	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5621	*inCl	08 51 18.35	+11 38 34.5	 	 	 	 	 	21.829	19.876	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5626	*inCl	08 51 18.41	+11 41 04.3	 	 	 	 	 	18.048	16.782	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5628	*inCl	08 51 17.42	+11 56 20.8	 	 	 	 	 	20.458	18.898	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5630	*inCl	08 51 18.64	+11 39 10.2	 	 	 	 	 	22.833	21.326	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5634	*inCl	08 51 18.67	+11 41 06.6	 	 	 	 	 	21.342	19.983	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    1164	*inCl	08 51 22.97	+11 41 06.5	 	 	 	 	 	16.696	16.079	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5638	*inCl	08 51 18.50	+11 45 23.0	 	 	 	 	 	20.024	18.535	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5641	*inCl	08 51 19.12	+11 40 17.0	 	 	 	 	 	20.743	19.006	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5642	*inCl	08 51 19.14	+11 40 14.8	 	 	 	 	 	18.001	17.596	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5645	*inCl	08 51 19.39	+11 37 40.7	 	 	 	 	 	21.973	20.814	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5647	*inCl	08 51 18.21	+11 56 06.8	 	 	 	 	 	20.313	18.952	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5648	*inCl	08 51 19.40	+11 40 12.9	 	 	 	 	 	20.054	19.733	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5649	*inCl	08 51 19.59	+11 38 06.5	 	 	 	 	 	21.324	19.953	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5652	*inCl	08 51 19.76	+11 37 57.1	 	 	 	 	 	21.455	19.955	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5655	*inCl	08 51 18.83	+11 54 18.4	 	 	 	 	 	18.045	16.814	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5665	*inCl	08 51 19.89	+11 47 03.4	 	 	 	 	 	17.283	16.28	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5677	*inCl	08 51 19.69	+11 54 16.5	 	 	 	 	 	18.353	17.758	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5694	*inCl	08 51 20.89	+11 43 35.1	 	 	 	 	 	22.112	20.655	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5700	*inCl	08 51 21.41	+11 44 00.9	 	 	 	 	 	18.245	17.026	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5701	*inCl	08 51 21.50	+11 43 06.0	 	 	 	 	 	22.006	20.723	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5706	*inCl	08 51 22.21	+11 37 59.7	 	 	 	 	 	20.791	19.319	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5707	*inCl	08 51 22.15	+11 40 38.8	 	 	 	 	 	20.54	19.046	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5708	*inCl	08 51 21.43	+11 51 27.7	 	 	 	 	 	20.272	18.651	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682     ES    4040	*inCl	08 51 21.30	+11 54 14.6	 	 	 	 	 	17.268	16.253	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5715	*inCl	08 51 22.19	+11 44 39.1	 	 	 	 	 	18.209	17.44	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5720	*inCl	08 51 22.60	+11 40 58.2	 	 	 	 	 	18.764	17.455	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5724	*inCl	08 51 22.82	+11 40 30.2	 	 	 	 	 	21.287	19.486	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5728	*inCl	08 51 21.81	+11 58 48.2	 	 	 	 	 	20.28	18.673	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5729	*inCl	08 51 23.05	+11 41 05.5	 	 	 	 	 	22.087	20.363	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5731	*inCl	08 51 22.07	+11 56 18.3	 	 	 	 	 	20.925	19.388	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5732	*inCl	08 51 22.04	+11 57 00.1	 	 	 	 	 	19.743	18.972	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5745	*inCl	08 51 23.48	+11 44 46.3	 	 	 	 	 	19.963	18.431	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5750	*inCl	08 51 22.87	+11 56 22.5	 	 	 	 	 	20.344	19.059	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5751	*inCl	08 51 23.89	+11 41 41.2	 	 	 	 	 	20.689	20.374	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5755	*inCl	08 51 23.10	+11 57 36.8	 	 	 	 	 	20.619	19.16	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5762	*inCl	08 51 24.57	+11 40 51.1	 	 	 	 	 	19.063	18.132	 	 	 	 	 	 	 	 	1
Simbad	Cl* NGC 2682    MMJ    5767	*inCl	08 51 23.59	+11 57 25.3	 	 	 	 	 	20.507	18.999	 	 	 	 	 	 	 	 	1
